Sr No.	Com Code	Doc type	Doc date	Posting date	Customer	reference	Assignment	Document number	doc headertext	Currency	posting key	Account	Amount	Profit center	Reference for  posting	Assignment for posting	Line item text
33	IAL	DZ	30032024	01042024	90683	QCRI 000156622	003001000083527		001-001-000156622	USD	40	41200016	18,50	WLA090	QCRI 000156622	003001000083527	A3003202407019008866900120010010001566221234567814
34	IAL	DZ	30032024	01042024	90683	QCRI 000156625	003001000083529		001-001-000156625	USD	40	41200016	28,83	WLA090	QCRI 000156625	003001000083529	A3003202407019008866900120010010001566251234567810
35	IAL	DZ	30032024	01042024	90683	QCRI 000156629	003001000083528		001-001-000156629	USD	40	41200016	10,73	WLA090	QCRI 000156629	003001000083528	A3003202407019008866900120010010001566291234567812
36	IAL	DZ	30032024	01042024	90683	QCRI 000156648	003001000083571		001-001-000156648	USD	40	41200016	72,39	WLA090	QCRI 000156648	003001000083571	A3003202407019008866900120010010001566481234567816
37	IAL	DZ	30032024	01042024	90683	QCRI 000156649	003001000083537		001-001-000156649	USD	40	41200016	103,97	WLA090	QCRI 000156649	003001000083537	A3003202407019008866900120010010001566491234567811
38	IAL	DZ	30032024	01042024	90683	QCRI 000156651	003001000083548		001-001-000156651	USD	40	41200016	15,17	WLA090	QCRI 000156651	003001000083548	A3003202407019008866900120010010001566511234567812
39	IAL	DZ	30032024	01042024	90683	QCRI 000156653	003001000083538		001-001-000156653	USD	40	41200016	55,01	WLA090	QCRI 000156653	003001000083538	A3003202407019008866900120010010001566531234567813
40	IAL	DZ	30032024	01042024	90683	QCRI 000156656	003001000083547		001-001-000156656	USD	40	41200016	82,24	WLA090	QCRI 000156656	003001000083547	A3003202407019008866900120010010001566561234567811
41	IAL	DZ	30032024	01042024	90683	QCRI 000156657	003001000083531		001-001-000156657	USD	40	41200016	20,31	WLA090	QCRI 000156657	003001000083531	A3003202407019008866900120010010001566571234567815
42	IAL	DZ	30032024	01042024	90683	QCRI 000156719	003001000082989		001-001-000156719	USD	40	41200016	18,40	WLA090	QCRI 000156719	003001000082989	A3003202407019008866900120010010001567191234567811
43	IAL	DZ	30032024	01042024	90683	QCRI 000156723	003001000083255		001-001-000156723	USD	40	41200016	5,55	WLA090	QCRI 000156723	003001000083255	A3003202407019008866900120010010001567231234567813
44	IAL	DZ	30032024	01042024	90683	QCRI 000156724	003001000083539		001-001-000156724	USD	40	41200016	31,76	WLA090	QCRI 000156724	003001000083539	A3003202407019008866900120010010001567241234567819
45	IAL	DZ	30032024	01042024	90683	QCRI 000156725	003001000082829		001-001-000156725	USD	40	41200016	55,99	WLA090	QCRI 000156725	003001000082829	A3003202407019008866900120010010001567251234567814
46	IAL	DZ	30032024	01042024	90683	QCRI 000156726	003001000082924		001-001-000156726	USD	40	41200016	41,84	WLA090	QCRI 000156726	003001000082924	A3003202407019008866900120010010001567261234567811
47	IAL	DZ	30032024	01042024	90683	QCRI 000156727	003001000083033		001-001-000156727	USD	40	41200016	17,02	WLA090	QCRI 000156727	003001000083033	A3003202407019008866900120010010001567271234567815
48	IAL	DZ	30032024	01042024	90683	QCRI 000156728	003001000082945		001-001-000156728	USD	40	41200016	23,88	WLA090	QCRI 000156728	003001000082945	A3003202407019008866900120010010001567281234567810
49	IAL	DZ	30032024	01042024	90683	QCRI 000156729	003001000082944		001-001-000156729	USD	40	41200016	53,63	WLA090	QCRI 000156729	003001000082944	A3003202407019008866900120010010001567291234567816
50	IAL	DZ	30032024	01042024	90683	QCRI 000156731	003001000083034		001-001-000156731	USD	40	41200016	17,75	WLA090	QCRI 000156731	003001000083034	A3003202407019008866900120010010001567311234567817
51	IAL	DZ	28032024	01042024	115248	QCR 000003618	003001000083540		001-002-000003618	USD	40	41200006	0,00	WLA090	QCR 000003618	003001000083540	A2803202407010187806400120010020000036181501200819
52	IAL	DZ	27032024	01042024	115248	QCR 000003619	003001000083500		001-002-000003619	USD	40	41200006	0,00	WLA090	QCR 000003619	003001000083500	A2703202407010187806400120010020000036191501200811
53	IAL	DZ	29032024	01042024	126569	QCR 000004264	001001000185893		001-002-000004264	USD	40	41200006	0,00	WLA090	QCR 000004264	001001000185893	A2903202407139170367800120010020000042641234567813
54	IAL	DZ	25032024	01042024	90476	QCR 000006925	002001000150910		001-002-000006925	USD	40	41200006	0,00	WLA090	QCR 000006925	002001000150910	A2503202407099236432700120010020000069250000692514
55	IAL	DZ	27032024	01042024	114423	QCRI 000009643	001001000185792		001-002-000009643	USD	40	41200016	99,35	WLA090	QCRI 000009643	001001000185792	A2703202407100202440200120010020000096430000000718
56	IAL	DZ	30032024	01042024	90434	QCRI 000019138	002001000151087		001-002-000019138	USD	40	41200016	3,93	WLA090	QCRI 000019138	002001000151087	A3003202407099062169100120010020000191387834429618
57	IAL	DZ	28032024	01042024	90434	QCRI 000019144	002001000151061		001-002-000019144	USD	40	41200016	7,51	WLA090	QCRI 000019144	002001000151061	A2803202407099062169100120010020000191448735908611
58	IAL	DZ	28032024	01042024	90434	QCRI 000019145	002001000151059		001-002-000019145	USD	40	41200016	14,29	WLA090	QCRI 000019145	002001000151059	A2803202407099062169100120010020000191454194884412
59	IAL	DZ	28032024	01042024	90434	QCRI 000019148	002001000150978		001-002-000019148	USD	40	41200016	42,58	WLA090	QCRI 000019148	002001000150978	A2803202407099062169100120010020000191484173838816
60	IAL	DZ	27032024	01042024	90779	QCR 000019152	001001000185787		001-002-000019152	USD	40	41200006	0,00	WLA090	QCR 000019152	001001000185787	A2703202407179031483900120010020000191520201915212
61	IAL	DZ	27032024	01042024	90779	QCRI 000019152	001001000185787		001-002-000019152	USD	40	41200016	81,66	WLA090	QCRI 000019152	001001000185787	A2703202407179031483900120010020000191520201915212
62	IAL	DZ	27032024	01042024	90690	QCR 000020168	003001000083481		001-002-000020168	USD	40	41200006	0,00	WLA090	QCR 000020168	003001000083481	A2703202407079172503800120010020000201681234567813
63	IAL	DZ	27032024	01042024	90690	QCR 000020169	003001000083480		001-002-000020169	USD	40	41200006	0,00	WLA090	QCR 000020169	003001000083480	A2703202407079172503800120010020000201691234567819
64	IAL	DZ	29032024	01042024	90690	QCR 000020185	002001000151124		001-002-000020185	USD	40	41200006	0,00	WLA090	QCR 000020185	002001000151124	A2903202407079172503800120010020000201851234567815
65	IAL	DZ	26032024	01042024	136640	QCR 000021517	003001000083425		001-002-000021517	USD	40	41200006	0,00	WLA090	QCR 000021517	003001000083425	A2603202407099250035200120010020000215171234567819
66	IAL	DZ	22032024	01042024	136640	QCR 000021518	003001000083334		001-002-000021518	USD	40	41200006	0,00	WLA090	QCR 000021518	003001000083334	A2203202407099250035200120010020000215181234567816
67	IAL	DZ	22032024	01042024	136640	QCR 000021519	003001000083333		001-002-000021519	USD	40	41200006	0,00	WLA090	QCR 000021519	003001000083333	A2203202407099250035200120010020000215191234567811
68	IAL	DZ	28032024	01042024	103957	QCRI 000025510	001001000185889		001-002-000025510	USD	40	41200016	3,00	WLA090	QCRI 000025510	001001000185889	A2803202407060016498200120010020000255100004969116
69	IAL	DZ	26032024	01042024	111531	QCR 000034566	003001000083355		001-002-000034566	USD	40	41200006	0,00	WLA090	QCR 000034566	003001000083355	A2603202407079175180200120010020000345660000128018
70	IAL	DZ	26032024	01042024	111531	QCRI 000034566	003001000083355		001-002-000034566	USD	40	41200016	1,99	WLA090	QCRI 000034566	003001000083355	A2603202407079175180200120010020000345660000128018
71	IAL	DZ	25032024	01042024	90678	QCRI 000034778	001001000185693		001-002-000034778	USD	40	41200016	14,10	WLA090	QCRI 000034778	001001000185693	A2503202407179194896300120010020000347780032960411
72	IAL	DZ	27032024	01042024	90335	QCRI 000044711	001001000185673		001-002-000044711	USD	40	41200016	0,45	WLA090	QCRI 000044711	001001000185673	A2703202407179107656700120010020000447110004471113
73	IAL	DZ	27032024	01042024	90335	QCRI 000044712	001001000185679		001-002-000044712	USD	40	41200016	0,71	WLA090	QCRI 000044712	001001000185679	A2703202407179107656700120010020000447120004471216
74	IAL	DZ	30032024	01042024	90335	QCRI 000044796	001001000185815		001-002-000044796	USD	40	41200016	96,47	WLA090	QCRI 000044796	001001000185815	A3003202407179107656700120010020000447960004479616
75	IAL	DZ	30032024	01042024	90335	QCRI 000044797	001001000185863		001-002-000044797	USD	40	41200016	0,67	WLA090	QCRI 000044797	001001000185863	A3003202407179107656700120010020000447970004479719
76	IAL	DZ	30032024	01042024	90335	QCRI 000044798	001001000185871		001-002-000044798	USD	40	41200016	22,15	WLA090	QCRI 000044798	001001000185871	A3003202407179107656700120010020000447980004479811
77	IAL	DZ	30032024	01042024	90335	QCRI 000044838	001001000185872		001-002-000044838	USD	40	41200016	18,81	WLA090	QCRI 000044838	001001000185872	A3003202407179107656700120010020000448380004483815
78	IAL	DZ	30032024	01042024	90335	QCRI 000044839	001001000185873		001-002-000044839	USD	40	41200016	1,71	WLA090	QCRI 000044839	001001000185873	A3003202407179107656700120010020000448390004483918
79	IAL	DZ	07032024	01042024	114792	QCR 000055272	002001000150340		001-002-000055272	USD	40	41200006	0,00	WLA090	QCR 000055272	002001000150340	A0703202407099242789200120010020000552721234567813
80	IAL	DZ	07032024	01042024	114792	QCRI 000055272	002001000150340		001-002-000055272	USD	40	41200016	7,81	WLA090	QCRI 000055272	002001000150340	A0703202407099242789200120010020000552721234567813
81	IAL	DZ	07032024	01042024	114792	QCR 000055273	002001000150336		001-002-000055273	USD	40	41200006	0,00	WLA090	QCR 000055273	002001000150336	A0703202407099242789200120010020000552731234567819
82	IAL	DZ	07032024	01042024	114792	QCRI 000055273	002001000150336		001-002-000055273	USD	40	41200016	63,31	WLA090	QCRI 000055273	002001000150336	A0703202407099242789200120010020000552731234567819
83	IAL	DZ	07032024	01042024	114792	QCR 000055274	001001000185129		001-002-000055274	USD	40	41200006	0,00	WLA090	QCR 000055274	001001000185129	A0703202407099242789200120010020000552741234567814
84	IAL	DZ	07032024	01042024	114792	QCRI 000055274	001001000185129		001-002-000055274	USD	40	41200016	281,57	WLA090	QCRI 000055274	001001000185129	A0703202407099242789200120010020000552741234567814
85	IAL	DZ	07032024	01042024	114792	QCR 000055275	002001000150337		001-002-000055275	USD	40	41200006	0,00	WLA090	QCR 000055275	002001000150337	A0703202407099242789200120010020000552751234567811
86	IAL	DZ	07032024	01042024	114792	QCRI 000055275	002001000150337		001-002-000055275	USD	40	41200016	35,72	WLA090	QCRI 000055275	002001000150337	A0703202407099242789200120010020000552751234567811
87	IAL	DZ	07032024	01042024	114792	QCR 000055276	002001000150338		001-002-000055276	USD	40	41200006	0,00	WLA090	QCR 000055276	002001000150338	A0703202407099242789200120010020000552761234567815
88	IAL	DZ	07032024	01042024	114792	QCRI 000055276	002001000150338		001-002-000055276	USD	40	41200016	56,68	WLA090	QCRI 000055276	002001000150338	A0703202407099242789200120010020000552761234567815
89	IAL	DZ	07032024	01042024	114792	QCR 000055277	002001000150339		001-002-000055277	USD	40	41200006	0,00	WLA090	QCR 000055277	002001000150339	A0703202407099242789200120010020000552771234567810
90	IAL	DZ	07032024	01042024	114792	QCRI 000055277	002001000150339		001-002-000055277	USD	40	41200016	39,41	WLA090	QCRI 000055277	002001000150339	A0703202407099242789200120010020000552771234567810
91	IAL	DZ	11032024	01042024	114792	QCR 000055279	001001000185180		001-002-000055279	USD	40	41200006	0,00	WLA090	QCR 000055279	001001000185180	A1103202407099242789200120010020000552791234567818
92	IAL	DZ	11032024	01042024	114792	QCRI 000055279	001001000185180		001-002-000055279	USD	40	41200016	8,93	WLA090	QCRI 000055279	001001000185180	A1103202407099242789200120010020000552791234567818
93	IAL	DZ	11032024	01042024	114792	QCR 000055280	001001000185181		001-002-000055280	USD	40	41200006	0,00	WLA090	QCR 000055280	001001000185181	A1103202407099242789200120010020000552801234567813
94	IAL	DZ	11032024	01042024	114792	QCRI 000055280	001001000185181		001-002-000055280	USD	40	41200016	35,23	WLA090	QCRI 000055280	001001000185181	A1103202407099242789200120010020000552801234567813
95	IAL	DZ	11032024	01042024	114792	QCR 000055282	002001000150405		001-002-000055282	USD	40	41200006	0,00	WLA090	QCR 000055282	002001000150405	A1103202407099242789200120010020000552821234567814
96	IAL	DZ	11032024	01042024	114792	QCRI 000055282	002001000150405		001-002-000055282	USD	40	41200016	164,41	WLA090	QCRI 000055282	002001000150405	A1103202407099242789200120010020000552821234567814
97	IAL	DZ	11032024	01042024	114792	QCR 000055283	002001000150406		001-002-000055283	USD	40	41200006	0,00	WLA090	QCR 000055283	002001000150406	A1103202407099242789200120010020000552831234567811
98	IAL	DZ	11032024	01042024	114792	QCRI 000055283	002001000150406		001-002-000055283	USD	40	41200016	198,02	WLA090	QCRI 000055283	002001000150406	A1103202407099242789200120010020000552831234567811
99	IAL	DZ	13032024	01042024	114792	QCR 000055285	001001000185323		001-002-000055285	USD	40	41200006	0,00	WLA090	QCR 000055285	001001000185323	A1303202407099242789200120010020000552851234567811
100	IAL	DZ	13032024	01042024	114792	QCRI 000055285	001001000185323		001-002-000055285	USD	40	41200016	299,49	WLA090	QCRI 000055285	001001000185323	A1303202407099242789200120010020000552851234567811
101	IAL	DZ	13032024	01042024	114792	QCR 000055286	002001000150487		001-002-000055286	USD	40	41200006	0,00	WLA090	QCR 000055286	002001000150487	A1303202407099242789200120010020000552861234567815
102	IAL	DZ	13032024	01042024	114792	QCRI 000055286	002001000150487		001-002-000055286	USD	40	41200016	35,69	WLA090	QCRI 000055286	002001000150487	A1303202407099242789200120010020000552861234567815
103	IAL	DZ	13032024	01042024	114792	QCR 000055287	002001000150488		001-002-000055287	USD	40	41200006	0,00	WLA090	QCR 000055287	002001000150488	A1303202407099242789200120010020000552871234567810
104	IAL	DZ	13032024	01042024	114792	QCRI 000055287	002001000150488		001-002-000055287	USD	40	41200016	191,68	WLA090	QCRI 000055287	002001000150488	A1303202407099242789200120010020000552871234567810
105	IAL	DZ	13032024	01042024	114792	QCR 000055288	002001000150489		001-002-000055288	USD	40	41200006	0,00	WLA090	QCR 000055288	002001000150489	A1303202407099242789200120010020000552881234567816
106	IAL	DZ	13032024	01042024	114792	QCRI 000055288	002001000150489		001-002-000055288	USD	40	41200016	13,11	WLA090	QCRI 000055288	002001000150489	A1303202407099242789200120010020000552881234567816
107	IAL	DZ	13032024	01042024	114792	QCR 000055290	002001000150490		001-002-000055290	USD	40	41200006	0,00	WLA090	QCR 000055290	002001000150490	A1303202407099242789200120010020000552901234567817
108	IAL	DZ	13032024	01042024	114792	QCRI 000055290	002001000150490		001-002-000055290	USD	40	41200016	157,26	WLA090	QCRI 000055290	002001000150490	A1303202407099242789200120010020000552901234567817
109	IAL	DZ	13032024	01042024	114792	QCR 000055291	002001000150491		001-002-000055291	USD	40	41200006	0,00	WLA090	QCR 000055291	002001000150491	A1303202407099242789200120010020000552911234567812
110	IAL	DZ	13032024	01042024	114792	QCRI 000055291	002001000150491		001-002-000055291	USD	40	41200016	60,66	WLA090	QCRI 000055291	002001000150491	A1303202407099242789200120010020000552911234567812
111	IAL	DZ	13032024	01042024	114792	QCR 000055292	002001000150492		001-002-000055292	USD	40	41200006	0,00	WLA090	QCR 000055292	002001000150492	A1303202407099242789200120010020000552921234567818
112	IAL	DZ	13032024	01042024	114792	QCRI 000055292	002001000150492		001-002-000055292	USD	40	41200016	118,50	WLA090	QCRI 000055292	002001000150492	A1303202407099242789200120010020000552921234567818
113	IAL	DZ	13032024	01042024	114792	QCR 000055293	003001000083082		001-002-000055293	USD	40	41200006	0,00	WLA090	QCR 000055293	003001000083082	A1303202407099242789200120010020000552931234567813
114	IAL	DZ	13032024	01042024	114792	QCRI 000055293	003001000083082		001-002-000055293	USD	40	41200016	100,87	WLA090	QCRI 000055293	003001000083082	A1303202407099242789200120010020000552931234567813
115	IAL	DZ	14032024	01042024	114792	QCR 000055385	001001000185360		001-002-000055385	USD	40	41200006	0,00	WLA090	QCR 000055385	001001000185360	A1403202407099242789200120010020000553851234567818
116	IAL	DZ	14032024	01042024	114792	QCRI 000055385	001001000185360		001-002-000055385	USD	40	41200016	158,79	WLA090	QCRI 000055385	001001000185360	A1403202407099242789200120010020000553851234567818
117	IAL	DZ	14032024	01042024	114792	QCR 000055386	001001000185361		001-002-000055386	USD	40	41200006	0,00	WLA090	QCR 000055386	001001000185361	A1403202407099242789200120010020000553861234567813
118	IAL	DZ	14032024	01042024	114792	QCRI 000055386	001001000185361		001-002-000055386	USD	40	41200016	82,67	WLA090	QCRI 000055386	001001000185361	A1403202407099242789200120010020000553861234567813
119	IAL	DZ	15032024	01042024	114792	QCR 000055387	001001000185406		001-002-000055387	USD	40	41200006	0,00	WLA090	QCR 000055387	001001000185406	A1503202407099242789200120010020000553871234567813
120	IAL	DZ	15032024	01042024	114792	QCRI 000055387	001001000185406		001-002-000055387	USD	40	41200016	177,91	WLA090	QCRI 000055387	001001000185406	A1503202407099242789200120010020000553871234567813
121	IAL	DZ	22032024	01042024	114792	QCR 000055388	001001000185624		001-002-000055388	USD	40	41200006	0,00	WLA090	QCR 000055388	001001000185624	A2203202407099242789200120010020000553881234567819
122	IAL	DZ	22032024	01042024	114792	QCRI 000055388	001001000185624		001-002-000055388	USD	40	41200016	149,57	WLA090	QCRI 000055388	001001000185624	A2203202407099242789200120010020000553881234567819
123	IAL	DZ	22032024	01042024	114792	QCR 000055389	001001000185625		001-002-000055389	USD	40	41200006	0,00	WLA090	QCR 000055389	001001000185625	A2203202407099242789200120010020000553891234567814
124	IAL	DZ	22032024	01042024	114792	QCRI 000055389	001001000185625		001-002-000055389	USD	40	41200016	37,72	WLA090	QCRI 000055389	001001000185625	A2203202407099242789200120010020000553891234567814
125	IAL	DZ	22032024	01042024	114792	QCR 000055390	001001000185626		001-002-000055390	USD	40	41200006	0,00	WLA090	QCR 000055390	001001000185626	A2203202407099242789200120010020000553901234567811
126	IAL	DZ	22032024	01042024	114792	QCRI 000055390	001001000185626		001-002-000055390	USD	40	41200016	71,45	WLA090	QCRI 000055390	001001000185626	A2203202407099242789200120010020000553901234567811
127	IAL	DZ	22032024	01042024	114792	QCR 000055391	001001000185627		001-002-000055391	USD	40	41200006	0,00	WLA090	QCR 000055391	001001000185627	A2203202407099242789200120010020000553911234567815
128	IAL	DZ	22032024	01042024	114792	QCRI 000055391	001001000185627		001-002-000055391	USD	40	41200016	6,95	WLA090	QCRI 000055391	001001000185627	A2203202407099242789200120010020000553911234567815
129	IAL	DZ	22032024	01042024	114792	QCR 000055392	001001000185628		001-002-000055392	USD	40	41200006	0,00	WLA090	QCR 000055392	001001000185628	A2203202407099242789200120010020000553921234567810
130	IAL	DZ	22032024	01042024	114792	QCRI 000055392	001001000185628		001-002-000055392	USD	40	41200016	7,94	WLA090	QCRI 000055392	001001000185628	A2203202407099242789200120010020000553921234567810
131	IAL	DZ	22032024	01042024	114792	QCR 000055520	001001000185629		001-002-000055520	USD	40	41200006	0,00	WLA090	QCR 000055520	001001000185629	A2203202407099242789200120010020000555201234567815
132	IAL	DZ	22032024	01042024	114792	QCRI 000055520	001001000185629		001-002-000055520	USD	40	41200016	19,85	WLA090	QCRI 000055520	001001000185629	A2203202407099242789200120010020000555201234567815
133	IAL	DZ	22032024	01042024	114792	QCR 000055521	001001000185630		001-002-000055521	USD	40	41200006	0,00	WLA090	QCR 000055521	001001000185630	A2203202407099242789200120010020000555211234567810
134	IAL	DZ	22032024	01042024	114792	QCRI 000055521	001001000185630		001-002-000055521	USD	40	41200016	105,23	WLA090	QCRI 000055521	001001000185630	A2203202407099242789200120010020000555211234567810
135	IAL	DZ	22032024	01042024	114792	QCR 000055522	001001000185631		001-002-000055522	USD	40	41200006	0,00	WLA090	QCR 000055522	001001000185631	A2203202407099242789200120010020000555221234567816
136	IAL	DZ	22032024	01042024	114792	QCRI 000055522	001001000185631		001-002-000055522	USD	40	41200016	10,92	WLA090	QCRI 000055522	001001000185631	A2203202407099242789200120010020000555221234567816
137	IAL	DZ	22032024	01042024	114792	QCR 000055523	001001000185632		001-002-000055523	USD	40	41200006	0,00	WLA090	QCR 000055523	001001000185632	A2203202407099242789200120010020000555231234567811
138	IAL	DZ	22032024	01042024	114792	QCRI 000055523	001001000185632		001-002-000055523	USD	40	41200016	91,03	WLA090	QCRI 000055523	001001000185632	A2203202407099242789200120010020000555231234567811
139	IAL	DZ	22032024	01042024	114792	QCR 000055524	001001000185633		001-002-000055524	USD	40	41200006	0,00	WLA090	QCR 000055524	001001000185633	A2203202407099242789200120010020000555241234567817
140	IAL	DZ	22032024	01042024	114792	QCRI 000055524	001001000185633		001-002-000055524	USD	40	41200016	4,96	WLA090	QCRI 000055524	001001000185633	A2203202407099242789200120010020000555241234567817
141	IAL	DZ	22032024	01042024	114792	QCR 000055525	001001000185634		001-002-000055525	USD	40	41200006	0,00	WLA090	QCR 000055525	001001000185634	A2203202407099242789200120010020000555251234567812
142	IAL	DZ	22032024	01042024	114792	QCRI 000055525	001001000185634		001-002-000055525	USD	40	41200016	12,72	WLA090	QCRI 000055525	001001000185634	A2203202407099242789200120010020000555251234567812
143	IAL	DZ	22032024	01042024	114792	QCR 000055526	001001000185637		001-002-000055526	USD	40	41200006	0,00	WLA090	QCR 000055526	001001000185637	A2203202407099242789200120010020000555261234567818
144	IAL	DZ	22032024	01042024	114792	QCRI 000055526	001001000185637		001-002-000055526	USD	40	41200016	42,45	WLA090	QCRI 000055526	001001000185637	A2203202407099242789200120010020000555261234567818
145	IAL	DZ	22032024	01042024	114792	QCR 000055527	001001000185638		001-002-000055527	USD	40	41200006	0,00	WLA090	QCR 000055527	001001000185638	A2203202407099242789200120010020000555271234567813
